Date,Open,High,Low,Close,Volume,Adj Close
2009-04-07,1.63,1.64,1.44,1.46,1723100,1.46
2009-04-06,1.76,1.80,1.58,1.66,1813700,1.66
2009-04-03,1.79,1.91,1.51,1.80,1903200,1.80
2009-04-02,1.53,1.90,1.46,1.77,4529200,1.77
2009-04-01,1.25,1.46,1.19,1.46,3147200,1.46
2009-03-31,1.20,1.27,1.15,1.19,1425000,1.19
2009-03-30,1.18,1.22,1.16,1.16,724300,1.16
2009-03-27,1.24,1.29,1.19,1.19,683900,1.19
2009-03-26,1.25,1.27,1.16,1.27,966300,1.27
2009-03-25,1.25,1.31,1.13,1.23,1795500,1.23
2009-03-24,1.18,1.25,1.15,1.24,1085900,1.24
2009-03-23,1.10,1.20,1.10,1.19,1363700,1.19
2009-03-20,1.20,1.21,1.11,1.11,1398900,1.11
2009-03-19,1.12,1.20,1.02,1.20,2538600,1.20
2009-03-18,1.21,1.31,1.00,1.14,4611500,1.14
2009-03-17,1.32,1.42,1.31,1.41,500000,1.41
2009-03-16,1.37,1.40,1.30,1.32,741600,1.32
2009-03-13,1.39,1.48,1.30,1.36,795500,1.36
2009-03-12,1.28,1.38,1.26,1.38,1050900,1.38
2009-03-11,1.29,1.31,1.23,1.28,885100,1.28
2009-03-10,1.16,1.28,1.15,1.28,1122100,1.28
2009-03-09,1.13,1.20,1.12,1.13,649700,1.13
2009-03-06,1.19,1.19,1.14,1.19,753700,1.19
2009-03-05,1.24,1.27,1.13,1.14,1093000,1.14
2009-03-04,1.21,1.31,1.16,1.30,1076300,1.30
2009-03-03,1.16,1.24,1.13,1.20,1237900,1.20
2009-03-02,1.19,1.26,1.14,1.14,704300,1.14
2009-02-27,1.25,1.28,1.18,1.22,934900,1.22
2009-02-26,1.50,1.50,1.25,1.26,1153200,1.26
2009-02-25,1.37,1.58,1.23,1.45,2245300,1.45
2009-02-24,1.17,1.39,1.12,1.37,2197700,1.37
2009-02-23,1.16,1.23,1.12,1.15,817300,1.15
2009-02-20,1.35,1.35,1.14,1.15,2805800,1.15
2009-02-19,1.16,1.25,1.16,1.21,990800,1.21
2009-02-18,1.31,1.35,1.16,1.18,1857000,1.18
2009-02-17,1.21,1.34,1.16,1.25,1955300,1.25
2009-02-13,1.29,1.31,1.21,1.24,965700,1.24
2009-02-12,1.22,1.29,1.20,1.28,492300,1.28
2009-02-11,1.21,1.28,1.21,1.24,826800,1.24
2009-02-10,1.24,1.29,1.20,1.20,911500,1.20
2009-02-09,1.30,1.31,1.18,1.19,2099400,1.19
2009-02-06,1.26,1.33,1.20,1.31,1297200,1.31
2009-02-05,1.19,1.26,1.17,1.26,821800,1.26
2009-02-04,1.21,1.24,1.18,1.20,502900,1.20
2009-02-03,1.20,1.22,1.19,1.22,739000,1.22
2009-02-02,1.19,1.22,1.16,1.19,784900,1.19
2009-01-30,1.21,1.24,1.12,1.20,709400,1.20
2009-01-29,1.29,1.29,1.19,1.20,515500,1.20
2009-01-28,1.27,1.31,1.26,1.31,950500,1.31
2009-01-27,1.21,1.28,1.19,1.25,493400,1.25
2009-01-26,1.15,1.24,1.15,1.21,562600,1.21
2009-01-23,1.15,1.21,1.15,1.16,844600,1.16
2009-01-22,1.25,1.26,1.17,1.18,678900,1.18
2009-01-21,1.23,1.32,1.15,1.27,1131500,1.27
2009-01-20,1.37,1.37,1.10,1.19,1322900,1.19
2009-01-16,1.42,1.43,1.32,1.40,1390600,1.40
2009-01-15,1.24,1.34,1.21,1.34,1342000,1.34
2009-01-14,1.18,1.25,1.16,1.24,1314800,1.24
2009-01-13,1.16,1.30,1.16,1.20,1181800,1.20
2009-01-12,1.35,1.35,1.16,1.16,1406600,1.16
2009-01-09,1.42,1.46,1.31,1.32,723400,1.32
2009-01-08,1.32,1.45,1.32,1.41,833300,1.41
2009-01-07,1.51,1.63,1.40,1.41,1338600,1.41
2009-01-06,1.56,1.59,1.42,1.55,1498000,1.55
2009-01-05,1.42,1.56,1.27,1.53,1579700,1.53
2009-01-02,1.24,1.42,1.23,1.40,1016400,1.40
2008-12-31,1.13,1.27,1.13,1.24,1697100,1.24
2008-12-30,1.11,1.19,1.05,1.16,1579500,1.16
2008-12-29,1.21,1.21,1.11,1.11,1084800,1.11
2008-12-26,1.22,1.22,1.17,1.21,558400,1.21
2008-12-24,1.16,1.26,1.15,1.22,459300,1.22
2008-12-23,1.36,1.40,1.15,1.18,1784700,1.18
2008-12-22,1.40,1.45,1.28,1.36,1526000,1.36
2008-12-19,1.52,1.58,1.39,1.43,2480200,1.43
2008-12-18,1.47,1.56,1.44,1.47,1329400,1.47
2008-12-17,1.38,1.60,1.37,1.48,1391000,1.48
2008-12-16,1.42,1.49,1.37,1.45,1400000,1.45
2008-12-15,1.50,1.57,1.36,1.39,962300,1.39
2008-12-12,1.41,1.52,1.36,1.52,883100,1.52
2008-12-11,1.67,1.69,1.46,1.50,1029100,1.50
2008-12-10,1.67,1.75,1.60,1.69,828300,1.69
2008-12-09,1.78,1.83,1.51,1.65,1794500,1.65
2008-12-08,1.40,1.81,1.40,1.75,3292300,1.75
2008-12-05,1.31,1.41,1.20,1.38,1421800,1.38
2008-12-04,1.40,1.45,1.27,1.27,1397700,1.27
2008-12-03,1.26,1.47,1.23,1.45,1668900,1.45
2008-12-02,1.35,1.42,1.25,1.33,1391300,1.33
2008-12-01,1.25,1.40,1.18,1.36,2011400,1.36
2008-11-28,1.11,1.27,1.10,1.27,1102600,1.27
2008-11-26,1.01,1.15,1.00,1.13,2158900,1.13
2008-11-25,1.12,1.18,1.01,1.04,2326100,1.04
2008-11-24,1.05,1.18,1.04,1.16,1563400,1.16
2008-11-21,0.98,1.04,0.88,1.04,1394700,1.04
2008-11-20,1.00,1.00,0.90,0.94,1905200,0.94
2008-11-19,1.14,1.14,1.03,1.04,1597500,1.04
2008-11-18,1.14,1.14,1.08,1.14,1894700,1.14
2008-11-17,1.15,1.19,1.10,1.14,1718600,1.14
2008-11-14,1.09,1.36,1.05,1.14,6434500,1.14
2008-11-13,1.15,1.25,0.79,1.05,16247700,1.05
2008-11-12,2.05,2.15,1.90,1.90,2947900,1.90
2008-11-11,2.39,2.39,2.07,2.15,1868500,2.15
2008-11-10,2.36,2.48,2.25,2.42,2281200,2.42
2008-11-07,2.29,2.37,2.11,2.23,1521500,2.23
2008-11-06,2.27,2.38,2.02,2.10,3568100,2.10
2008-11-05,3.22,3.31,2.30,2.36,6658400,2.36
2008-11-04,3.35,3.57,3.16,3.40,6006700,3.40
2008-11-03,2.61,3.22,2.46,3.16,6726800,3.16
2008-10-31,2.05,2.59,2.01,2.51,2954700,2.51
2008-10-30,1.92,2.11,1.90,2.09,2925500,2.09
2008-10-29,1.83,1.94,1.72,1.83,2147600,1.83
2008-10-28,1.75,1.79,1.67,1.79,1414600,1.79
2008-10-27,1.76,1.83,1.68,1.68,1284700,1.68
2008-10-24,1.72,1.85,1.68,1.72,1724600,1.72
2008-10-23,1.93,1.97,1.75,1.81,1308000,1.81
2008-10-22,2.10,2.10,1.86,1.88,1536100,1.88
2008-10-21,2.24,2.29,2.15,2.15,1067200,2.15
2008-10-20,2.25,2.30,2.14,2.19,2177800,2.19
2008-10-17,2.07,2.57,1.84,2.19,1422800,2.19
2008-10-16,2.06,2.23,1.85,2.20,2247700,2.20
2008-10-15,2.18,2.23,1.85,1.92,1953500,1.92
2008-10-14,2.79,2.81,2.09,2.15,2383300,2.15
2008-10-13,2.36,2.50,2.26,2.48,2127500,2.48
2008-10-10,1.75,2.24,1.66,2.13,4419300,2.13
2008-10-09,2.53,2.60,1.75,1.90,3667700,1.90
2008-10-08,2.25,2.55,2.16,2.45,2886400,2.45
2008-10-07,2.75,2.77,2.32,2.35,2648400,2.35
2008-10-06,3.12,3.13,2.50,2.59,3592200,2.59
2008-10-03,3.59,3.69,3.33,3.33,1660800,3.33
2008-10-02,3.50,3.65,3.49,3.57,1440600,3.57
2008-10-01,3.52,3.65,3.38,3.58,1536500,3.58
2008-09-30,3.73,3.73,3.51,3.58,1577800,3.58
2008-09-29,3.75,3.88,3.61,3.67,2086600,3.67
2008-09-26,4.00,4.15,3.83,3.93,1728500,3.93
2008-09-25,4.14,4.27,4.10,4.23,1707200,4.23
2008-09-24,4.04,4.26,4.00,4.15,1725800,4.15
2008-09-23,4.01,4.19,3.97,3.99,1302800,3.99
2008-09-22,4.10,4.24,3.92,3.99,2127700,3.99
2008-09-19,4.29,4.29,3.93,4.12,5823300,4.12
2008-09-18,3.95,4.13,3.53,3.73,4312200,3.73
2008-09-17,3.77,4.38,3.72,3.87,4249400,3.87
2008-09-16,4.03,4.07,3.68,3.82,4115100,3.82
2008-09-15,4.26,4.47,4.07,4.09,3366400,4.09
2008-09-12,4.45,4.55,4.37,4.50,2158100,4.50
2008-09-11,4.43,4.60,4.29,4.56,2618200,4.56
2008-09-10,4.60,4.74,4.36,4.61,2836000,4.61
2008-09-09,4.96,5.35,4.51,4.60,6576400,4.60
2008-09-08,4.79,5.09,4.37,5.07,5642200,5.07
2008-09-05,4.49,4.70,4.36,4.61,3573600,4.61
2008-09-04,4.75,4.87,4.35,4.48,3306000,4.48
2008-09-03,4.22,4.87,4.20,4.79,7270200,4.79
2008-09-02,4.20,4.30,4.16,4.22,2688700,4.22
2008-08-29,4.18,4.25,4.15,4.15,1623900,4.15
2008-08-28,4.22,4.28,4.17,4.24,2443400,4.24
2008-08-27,4.15,4.25,4.15,4.20,2119000,4.20
2008-08-26,4.28,4.37,4.15,4.20,2663800,4.20
2008-08-25,4.36,4.43,4.23,4.26,3133200,4.26
2008-08-22,4.47,4.59,4.35,4.43,2711900,4.43
2008-08-21,4.34,4.57,4.30,4.35,3741500,4.35
2008-08-20,4.75,4.80,4.30,4.36,6612900,4.36
2008-08-19,5.13,5.17,4.65,4.74,6944200,4.74
2008-08-18,4.74,5.80,4.70,5.31,12831700,5.31
2008-08-15,4.44,4.72,4.31,4.67,7816000,4.67
2008-08-14,4.34,4.37,4.21,4.28,3972000,4.28
2008-08-13,4.33,4.35,4.03,4.13,4550800,4.13
2008-08-12,4.49,4.50,4.28,4.33,3681600,4.33
